brand,sku,product_name,section,subcategory,finish,source_image,new_image,new_filename
Aria Pro II,J-1,J-1,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria jet1 black.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-1_black.jpg,aria-pro-ii_j-1_black.jpg
Aria Pro II,J-1,J-1,Fretted Instruments,Electric Guitars,Candy Apple Red,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria jet1 red.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-1_candy-apple-red.jpg,aria-pro-ii_j-1_candy-apple-red.jpg
Aria Pro II,J-1,J-1,Fretted Instruments,Electric Guitars,See Through Vintage White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria jet1 white.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-1_see-through-vintage-white.jpg,aria-pro-ii_j-1_see-through-vintage-white.jpg
Aria Pro II,J-2,J-2,Fretted Instruments,Electric Guitars,Candy Apple Red,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria jet 2 body red.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-2_candy-apple-red.jpg,aria-pro-ii_j-2_candy-apple-red.jpg
Aria Pro II,MAC-STD,MAC-STD,Fretted Instruments,Electric Guitars,Metallic Red Shade,/Users/lpdmusic/Documents/New project/catalog-prototype/processed-images/aria/MAC-STD-upright.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_mac-std_metallic-red-shade.jpg,aria-pro-ii_mac-std_metallic-red-shade.jpg
Aria Pro II,MAC DLX,MAC-DLX,Fretted Instruments,Electric Guitars,Stained Brown,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria macdlx_stbr.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_mac-dlx_stained-brown.jpeg,aria-pro-ii_mac-dlx_stained-brown.jpeg
Aria Pro II,MAC DLX,MAC-DLX,Fretted Instruments,Electric Guitars,Stained Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria mac dlx_stbk.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_mac-dlx_stained-black.jpg,aria-pro-ii_mac-dlx_stained-black.jpg
Aria Pro II,DM206,DM-206,Fretted Instruments,Electric Guitars,Black Retro,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/dm206_bk_retro_product_1800x18002301.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_dm206_black-retro.png,aria-pro-ii_dm206_black-retro.png
Aria Pro II,DM206,DM-206,Fretted Instruments,Electric Guitars,Vintage White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria dm206_vw.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_dm206_vintage-white.jpeg,aria-pro-ii_dm206_vintage-white.jpeg
Aria Pro II,DM206,DM-206,Fretted Instruments,Electric Guitars,3 Tone Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria dm206_3ts.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_dm206_3-tone-sunburst.jpeg,aria-pro-ii_dm206_3-tone-sunburst.jpeg
Aria Pro II,PE-350STD,PE-350STD,Fretted Instruments,Electric Guitars,Brown Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria pe350std_agvs.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350std_brown-sunburst.jpg,aria-pro-ii_pe-350std_brown-sunburst.jpg
Aria Pro II,PE-350STD,PE-350STD,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria pe350std_agbk.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350std_black.jpg,aria-pro-ii_pe-350std_black.jpg
Aria Pro II,PE-350STD,PE-350STD,Fretted Instruments,Electric Guitars,Cherry Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria pe350std_agcs.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350std_cherry-sunburst.jpg,aria-pro-ii_pe-350std_cherry-sunburst.jpg
Aria Pro II,PE-350CST,PE-350CST,Fretted Instruments,Electric Guitars,Aged Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria pe350cst_agbk.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350cst_aged-black.jpg,aria-pro-ii_pe-350cst_aged-black.jpg
Aria Pro II,PE-350CST,PE-350CST,Fretted Instruments,Electric Guitars,Aged White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria pe350cst_agwh.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350cst_aged-white.jpg,aria-pro-ii_pe-350cst_aged-white.jpg
Aria Pro II,PE-350PG,PE-350PG,Fretted Instruments,Electric Guitars,Aged Lemon Drop,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria pe350pg_agld.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350pg_aged-lemon-drop.jpg,aria-pro-ii_pe-350pg_aged-lemon-drop.jpg
Aria Pro II,PE-350PF,PE-350PF,Fretted Instruments,Electric Guitars,Aged Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria pe350pf_agbk.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350pf_aged-black.jpg,aria-pro-ii_pe-350pf_aged-black.jpg
Aria Pro II,PE-590STD,PE-590STD,Fretted Instruments,Electric Guitars,Aged Cherry Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/pe590std_agcs_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-590std_aged-cherry-sunburst.png,aria-pro-ii_pe-590std_aged-cherry-sunburst.png
Aria Pro II,PE-590AF,PE-590AF,Fretted Instruments,Electric Guitars,Aged Cherry Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/PE590AF.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-590af_aged-cherry-sunburst.jpg,aria-pro-ii_pe-590af_aged-cherry-sunburst.jpg
Aria Pro II,PE-F80,PE-F80,Fretted Instruments,Electric Guitars,Black Top,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/pef80-bktp.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-f80_black-top.png,aria-pro-ii_pe-f80_black-top.png
Aria Pro II,714-STD-FULLERTON,714-STD Fullerton,Fretted Instruments,Electric Guitars,3 Tone Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria-714std-3ts-brighter.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-std-fullerton_3-tone-sunburst.png,aria-pro-ii_714-std-fullerton_3-tone-sunburst.png
Aria Pro II,714-STD-FULLERTON,714-STD Fullerton,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/714std_bk_vert.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-std-fullerton_black.png,aria-pro-ii_714-std-fullerton_black.png
Aria Pro II,714-STD-FULLERTON,714-STD Fullerton,Fretted Instruments,Electric Guitars,Vintage White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria 714 white cutout.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-std-fullerton_vintage-white.png,aria-pro-ii_714-std-fullerton_vintage-white.png
Aria Pro II,714-DG-FULLERTON,714-DG Fullerton,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/714dg_bk_hotrod_product_1800x1800.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-dg-fullerton_black.png,aria-pro-ii_714-dg-fullerton_black.png
Aria Pro II,714-JH-FULLERTON,714-JH Fullerton,Fretted Instruments,Electric Guitars,Marble White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria 714_jh.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-jh-fullerton_marble-white.jpg,aria-pro-ii_714-jh-fullerton_marble-white.jpg
Aria Pro II,714-MK2,714-MK2 Fullerton,Fretted Instruments,Electric Guitars,Turquoise Blue,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/714mk2_tqbl_hotrod_product_1800x1800_20230823.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-mk2_turquoise-blue.jpg,aria-pro-ii_714-mk2_turquoise-blue.jpg
Aria Pro II,714-MK2,714-MK2 Fullerton,Fretted Instruments,Electric Guitars,Ruby Red,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/714mk2_rbrd_hotrod_product_1800x1800_20230829.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-mk2_ruby-red.jpg,aria-pro-ii_714-mk2_ruby-red.jpg
Aria Pro II,714-MK2,714-MK2 Fullerton,Fretted Instruments,Electric Guitars,Black Diamond,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/714mk2_bkdm_hotrod_product_1800x1800_20230829.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-mk2_black-diamond.jpg,aria-pro-ii_714-mk2_black-diamond.jpg
Aria Pro II,615-WJ-BK,615-WJ Nashville,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria 615wj_bk.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_615-wj-bk_black.jpeg,aria-pro-ii_615-wj-bk_black.jpeg
Aria Pro II,615-GH,615-GH Nashville,Fretted Instruments,Electric Guitars,Brown,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria 615gh.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_615-gh_brown.png,aria-pro-ii_615-gh_brown.png
Aria Pro II,615-MK2,615-MK2 Nashville,Fretted Instruments,Electric Guitars,Marble White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria 615_mk2_mbwh.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_615-mk2_marble-white.png,aria-pro-ii_615-mk2_marble-white.png
Aria Pro II,615-MK2,615-MK2 Nashville,Fretted Instruments,Electric Guitars,Turquoise Blue,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria 615_mk2_tqbl.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_615-mk2_turquoise-blue.png,aria-pro-ii_615-mk2_turquoise-blue.png
Aria Pro II,718MKII-OPWH,718-MK2 Brooklyn,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/718mk2_opbk_product_1800x1800-1.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_718mkii-opwh_black.png,aria-pro-ii_718mkii-opwh_black.png
Aria Pro II,718MKII-OPWH,718-MK2 Brooklyn,Fretted Instruments,Electric Guitars,White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria 718mk2_opwh white.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_718mkii-opwh_white.jpeg,aria-pro-ii_718mkii-opwh_white.jpeg
Aria Pro II,212-MK2,212-MK2-Bowery,Fretted Instruments,Electric Guitars,Pink,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/212-MK2-Bowery pink.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_212-mk2_pink.jpg,aria-pro-ii_212-mk2_pink.jpg
Aria Pro II,212-MK2,212-MK2-Bowery,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/212mk2_bk_Aria.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_212-mk2_black.png,aria-pro-ii_212-mk2_black.png
Aria Pro II,212-MK2,212-MK2-Bowery,Fretted Instruments,Electric Guitars,Brown Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/212-MK2-Bowery brown sunburst.webp,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_212-mk2_brown-sunburst.webp,aria-pro-ii_212-mk2_brown-sunburst.webp
Aria Pro II,J-B’ TONE,J-B’TONE Baritone,Fretted Instruments,Electric Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/j_btone_bk_product_1800x1800_2023.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-b-tone_black.png,aria-pro-ii_j-b-tone_black.png
Aria Pro II,J-B’ TONE,J-B’TONE Baritone,Fretted Instruments,Electric Guitars,Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria jet baritone 3ts.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-b-tone_sunburst.jpg,aria-pro-ii_j-b-tone_sunburst.jpg
Aria Pro II,STB-PB,STB-PB,Fretted Instruments,Bass Guitars,3 Tone Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stbpb_3ts_201512.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-pb_3-tone-sunburst.jpg,aria-pro-ii_stb-pb_3-tone-sunburst.jpg
Aria Pro II,STB-PB,STB-PB,Fretted Instruments,Bass Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stbpb_bk_201701.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-pb_black.jpg,aria-pro-ii_stb-pb_black.jpg
Aria Pro II,STB-PB,STB-PB,Fretted Instruments,Bass Guitars,White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria stbpb maple white.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-pb_white.jpg,aria-pro-ii_stb-pb_white.jpg
Aria Pro II,STB-PBB-WH,STB-PB/B,Fretted Instruments,Bass Guitars,White w/Rosewood,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria stbpb_b_wh.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-pbb-wh_white-w-rosewood.jpeg,aria-pro-ii_stb-pbb-wh_white-w-rosewood.jpeg
Aria Pro II,STB-PBB-WH,STB-PB/B,Fretted Instruments,Bass Guitars,White w/Maple,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stbpb-m-wh.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-pbb-wh_white-w-maple.jpeg,aria-pro-ii_stb-pbb-wh_white-w-maple.jpeg
Aria Pro II,STB-JB,STB-JB,Fretted Instruments,Bass Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria stb_jb_bk.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-jb_black.jpeg,aria-pro-ii_stb-jb_black.jpeg
Aria Pro II,STB-JB,STB-JB,Fretted Instruments,Bass Guitars,3 Tone Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria stb_jb_3ts.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-jb_3-tone-sunburst.jpeg,aria-pro-ii_stb-jb_3-tone-sunburst.jpeg
Aria Pro II,STB-JB,STB-JB,Fretted Instruments,Bass Guitars,White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria stb_jb_wh.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-jb_white.jpeg,aria-pro-ii_stb-jb_white.jpeg
Aria Pro II,STB-JB/TT,STB-JB/TT,Fretted Instruments,Bass Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stbjb_tt_bk.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-jb-tt_black.jpg,aria-pro-ii_stb-jb-tt_black.jpg
Aria Pro II,STB-JB/TT,STB-JB/TT,Fretted Instruments,Bass Guitars,Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/stbjb_tt_3ts.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-jb-tt_sunburst.jpg,aria-pro-ii_stb-jb-tt_sunburst.jpg
Aria Pro II,STB-JB/B,STB-JB/B,Fretted Instruments,Bass Guitars,White,/Users/lpdmusic/Documents/New project/NEW CATALOG Folder/Links/aria stb_jb_wh.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-jb-b_white.jpeg,aria-pro-ii_stb-jb-b_white.jpeg
Aria Pro II,J-B,J-B,Fretted Instruments,Bass Guitars,SVW (See-Through Vintage White),/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria jet_b_svw.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-b_svw-see-through-vintage-white.jpeg,aria-pro-ii_j-b_svw-see-through-vintage-white.jpeg
Aria Pro II,J-B,J-B,Fretted Instruments,Bass Guitars,BK (Black),/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria jet_b_bk.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-b_bk-black.jpeg,aria-pro-ii_j-b_bk-black.jpeg
Aria Pro II,J-B,J-B,Fretted Instruments,Bass Guitars,3TS (3 Tone Sunburst),/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria jet_b_3ts.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-b_3ts-3-tone-sunburst.jpeg,aria-pro-ii_j-b_3ts-3-tone-sunburst.jpeg
Aria Pro II,IGB-STD,IGB-STD,Fretted Instruments,Bass Guitars,Metallic Red Shade,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/igb-std-mrs.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_igb-std_metallic-red-shade.png,aria-pro-ii_igb-std_metallic-red-shade.png
Aria Pro II,IGB-STD,IGB-STD,Fretted Instruments,Bass Guitars,Metallic Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/igb-std-mbk.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_igb-std_metallic-black.jpg,aria-pro-ii_igb-std_metallic-black.jpg
Aria Pro II,IGB-STD/5-MBK,IGB-STD 5 String,Fretted Instruments,Bass Guitars,Metallic Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/igb-std-5-mbk.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_igb-std-5-mbk_metallic-black.png,aria-pro-ii_igb-std-5-mbk_metallic-black.png
Aria Pro II,RSB-618/4,RSB618/4,Fretted Instruments,Bass Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/rsb618_4_bk.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_rsb-618-4_black.jpeg,aria-pro-ii_rsb-618-4_black.jpeg
Aria Pro II,RSB-618/4,RSB618/4,Fretted Instruments,Bass Guitars,White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria rsb618_4_wh.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_rsb-618-4_white.jpeg,aria-pro-ii_rsb-618-4_white.jpeg
Aria Pro II,DMB-206,DMB-206,Fretted Instruments,Bass Guitars,Vintage White,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/dmb206_vw_retro_bass_product_1800x1800_2301.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_dmb-206_vintage-white.png,aria-pro-ii_dmb-206_vintage-white.png
Aria Pro II,DMB-206,DMB-206,Fretted Instruments,Bass Guitars,3 Tone Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/dmb206_3ts_retro_bass_product_1800x1800_2301.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_dmb-206_3-tone-sunburst.png,aria-pro-ii_dmb-206_3-tone-sunburst.png
Aria Pro II,DMB-206,DMB-206,Fretted Instruments,Bass Guitars,Black,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/dmb206_bk_retro_bass_product_1800x1800_2301.png,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_dmb-206_black.png,aria-pro-ii_dmb-206_black.png
Aria Pro II,313-MK2,313-MKII Detroit,Fretted Instruments,Bass Guitars,Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria 313mk2_opsb.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-mk2_sunburst.jpg,aria-pro-ii_313-mk2_sunburst.jpg
Aria Pro II,313-MK2,313-MKII Detroit,Fretted Instruments,Bass Guitars,Natural,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/aria 313mk2_opn.jpg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-mk2_natural.jpg,aria-pro-ii_313-mk2_natural.jpg
Aria Pro II,313-MKII/5,313MKII/5 Detroit,Fretted Instruments,Bass Guitars,Sunburst,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria 313mk2_5_opsb.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-mkii-5_sunburst.jpeg,aria-pro-ii_313-mkii-5_sunburst.jpeg
Aria Pro II,313-MKII/5,313MKII/5 Detroit,Fretted Instruments,Bass Guitars,Natural,/Users/lpdmusic/Library/CloudStorage/Dropbox/Catalogs/LPD CATALOG 2026/CATALOG 2026/NEW CATALOG Folder/Links/Aria 313mk2_5_opn.jpeg,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-mkii-5_natural.jpeg,aria-pro-ii_313-mkii-5_natural.jpeg
